date,category,region,units_sold,unit_price,sales,profit,margin_pct
2025-08-08,Food & Beverage,North,38,56.03,2129.14,646.09,30.3
2025-08-08,Food & Beverage,South,39,17.39,678.21,242.22,35.7
2025-08-08,Electronics,West,7,129.64,907.48,125.66,13.8
2025-08-08,Sports,West,48,92.14,4422.72,1167.87,26.4
2025-08-08,Sports,South,11,30.07,330.77,129.47,39.1
2025-08-09,Clothing,North,25,38.52,963.0,452.4,47.0
2025-08-09,Food & Beverage,West,55,48.12,2646.6,957.42,36.2
2025-08-09,Electronics,South,13,374.84,4872.92,771.26,15.8
2025-08-09,Sports,North,20,177.74,3554.8,1150.73,32.4
2025-08-09,Books,East,1,17.5,17.5,4.46,25.5
2025-08-10,Electronics,East,40,327.47,13098.8,2876.16,22.0
2025-08-10,Food & Beverage,North,40,45.4,1816.0,440.64,24.3
2025-08-10,Sports,West,17,185.23,3148.91,1261.94,40.1
2025-08-10,Sports,West,41,193.8,7945.8,2002.28,25.2
2025-08-10,Books,East,27,16.23,438.21,128.2,29.3
2025-08-11,Sports,East,51,74.51,3800.01,1529.16,40.2
2025-08-11,Books,South,2,19.25,38.5,17.47,45.4
2025-08-11,Food & Beverage,North,10,47.64,476.4,98.5,20.7
2025-08-11,Food & Beverage,South,10,28.5,285.0,57.97,20.3
2025-08-11,Food & Beverage,West,14,6.89,96.46,28.77,29.8
2025-08-11,Food & Beverage,West,15,24.62,369.3,100.69,27.3
2025-08-11,Clothing,West,12,101.8,1221.6,587.2,48.1
2025-08-12,Clothing,North,28,62.77,1757.56,674.56,38.4
2025-08-12,Food & Beverage,North,42,40.36,1695.12,420.27,24.8
2025-08-12,Clothing,South,47,23.61,1109.67,514.53,46.4
2025-08-12,Electronics,North,18,313.81,5648.58,1303.22,23.1
2025-08-12,Clothing,South,5,90.89,454.45,145.85,32.1
2025-08-12,Clothing,North,54,38.13,2059.02,656.97,31.9
2025-08-12,Food & Beverage,North,46,25.03,1151.38,242.63,21.1
2025-08-12,Sports,West,35,153.87,5385.45,1617.21,30.0
2025-08-12,Electronics,North,49,317.49,15557.01,2940.41,18.9
2025-08-13,Books,North,25,20.58,514.5,164.79,32.0
2025-08-13,Clothing,North,3,113.2,339.6,116.96,34.4
2025-08-13,Books,West,29,28.42,824.18,297.12,36.1
2025-08-13,Food & Beverage,East,50,40.06,2003.0,515.86,25.8
2025-08-13,Sports,East,56,135.05,7562.8,2133.91,28.2
2025-08-13,Electronics,West,47,114.16,5365.52,850.46,15.9
2025-08-14,Electronics,South,46,360.06,16562.76,3728.71,22.5
2025-08-14,Clothing,North,13,39.35,511.55,192.55,37.6
2025-08-14,Electronics,North,19,145.16,2758.04,421.65,15.3
2025-08-14,Clothing,North,19,105.73,2008.87,1073.57,53.4
2025-08-14,Books,North,6,26.53,159.18,62.31,39.1
2025-08-15,Sports,East,37,212.15,7849.55,1878.45,23.9
2025-08-15,Clothing,South,8,82.99,663.92,202.48,30.5
2025-08-15,Clothing,West,28,58.03,1624.84,787.03,48.4
2025-08-15,Clothing,North,4,17.9,71.6,38.24,53.4
2025-08-15,Clothing,East,13,75.72,984.36,341.71,34.7
2025-08-16,Electronics,East,41,88.8,3640.8,820.09,22.5
2025-08-16,Food & Beverage,South,57,25.94,1478.58,335.62,22.7
2025-08-16,Electronics,East,36,329.71,11869.56,2851.51,24.0
2025-08-16,Books,South,43,29.62,1273.66,543.19,42.6
2025-08-17,Electronics,West,26,258.63,6724.38,1184.74,17.6
2025-08-17,Sports,West,60,89.5,5370.0,1425.35,26.5
2025-08-17,Books,South,57,32.32,1842.24,718.78,39.0
2025-08-17,Sports,South,14,209.94,2939.16,886.16,30.2
2025-08-18,Electronics,East,41,114.15,4680.15,945.6,20.2
2025-08-18,Books,West,12,20.72,248.64,68.15,27.4
2025-08-18,Sports,East,50,58.15,2907.5,1205.54,41.5
2025-08-18,Clothing,South,43,61.3,2635.9,894.13,33.9
2025-08-18,Clothing,South,7,77.1,539.7,276.48,51.2
2025-08-18,Clothing,East,58,36.35,2108.3,1021.04,48.4
2025-08-18,Electronics,West,21,320.84,6737.64,1477.92,21.9
2025-08-18,Electronics,West,58,240.17,13929.86,2369.94,17.0
2025-08-18,Electronics,West,49,292.61,14337.89,2410.64,16.8
2025-08-19,Clothing,North,41,125.79,5157.39,2241.18,43.5
2025-08-19,Electronics,East,16,360.16,5762.56,1156.85,20.1
2025-08-19,Sports,West,27,57.43,1550.61,625.89,40.4
2025-08-19,Electronics,East,38,228.46,8681.48,2004.73,23.1
2025-08-19,Clothing,East,23,88.6,2037.8,702.12,34.5
2025-08-19,Electronics,South,45,186.76,8404.2,1411.26,16.8
2025-08-19,Sports,West,49,71.05,3481.45,1371.61,39.4
2025-08-19,Books,North,9,21.11,189.99,56.42,29.7
2025-08-20,Books,South,22,16.59,364.98,141.81,38.9
2025-08-20,Sports,North,49,160.97,7887.53,2205.13,28.0
2025-08-20,Clothing,North,29,49.63,1439.27,602.76,41.9
2025-08-20,Books,West,28,26.89,752.92,360.88,47.9
2025-08-20,Electronics,West,37,288.89,10688.93,1955.82,18.3
2025-08-20,Books,North,36,37.97,1366.92,485.5,35.5
2025-08-20,Sports,East,36,122.52,4410.72,1515.35,34.4
2025-08-20,Books,East,26,17.67,459.42,215.62,46.9
2025-08-21,Books,East,8,22.21,177.68,54.33,30.6
2025-08-21,Sports,East,14,134.89,1888.46,635.1,33.6
2025-08-21,Books,North,25,19.98,499.5,192.0,38.4
2025-08-21,Electronics,East,19,189.87,3607.53,804.49,22.3
2025-08-21,Clothing,West,57,16.04,914.28,494.82,54.1
2025-08-22,Electronics,South,26,106.03,2756.78,495.2,18.0
2025-08-22,Sports,West,19,167.32,3179.08,1272.73,40.0
2025-08-22,Electronics,South,18,232.98,4193.64,640.98,15.3
2025-08-22,Books,North,50,17.35,867.5,327.87,37.8
2025-08-23,Books,South,56,26.37,1476.72,383.16,25.9
2025-08-23,Sports,East,43,245.0,10535.0,3478.79,33.0
2025-08-23,Books,West,17,34.67,589.39,248.14,42.1
2025-08-23,Electronics,East,27,440.35,11889.45,1792.37,15.1
2025-08-23,Clothing,West,51,53.91,2749.41,833.57,30.3
2025-08-23,Electronics,South,3,279.57,838.71,179.17,21.4
2025-08-23,Sports,North,38,289.72,11009.36,4136.34,37.6
2025-08-23,Food & Beverage,South,2,41.4,82.8,30.64,37.0
2025-08-24,Food & Beverage,North,36,19.26,693.36,203.2,29.3
2025-08-24,Sports,East,28,148.16,4148.48,955.63,23.0
2025-08-24,Sports,North,42,66.49,2792.58,878.05,31.4
2025-08-24,Sports,North,2,64.95,129.9,48.07,37.0
2025-08-24,Sports,East,57,211.43,12051.51,2766.08,23.0
2025-08-24,Food & Beverage,East,20,50.12,1002.4,230.97,23.0
2025-08-24,Books,North,26,27.01,702.26,283.02,40.3
2025-08-25,Books,West,53,37.33,1978.49,569.63,28.8
2025-08-25,Electronics,West,10,349.1,3491.0,476.12,13.6
2025-08-25,Food & Beverage,East,40,33.48,1339.2,474.68,35.4
2025-08-25,Clothing,East,60,62.66,3759.6,1295.43,34.5
2025-08-25,Clothing,North,39,18.21,710.19,254.94,35.9
2025-08-25,Food & Beverage,West,51,6.32,322.32,90.18,28.0
2025-08-25,Sports,West,20,164.38,3287.6,1173.5,35.7
2025-08-26,Food & Beverage,South,39,22.2,865.8,185.41,21.4
2025-08-26,Clothing,South,21,14.08,295.68,150.09,50.8
2025-08-26,Clothing,East,22,96.08,2113.76,749.41,35.5
2025-08-26,Clothing,North,1,106.73,106.73,42.54,39.9
2025-08-26,Clothing,North,60,122.17,7330.2,3902.04,53.2
2025-08-26,Sports,South,60,201.83,12109.8,3010.95,24.9
2025-08-27,Sports,South,28,200.38,5610.64,1835.88,32.7
2025-08-27,Books,South,40,17.18,687.2,222.53,32.4
2025-08-27,Food & Beverage,East,11,13.8,151.8,47.62,31.4
2025-08-27,Clothing,East,9,94.34,849.06,321.08,37.8
2025-08-27,Sports,North,33,127.17,4196.61,1232.33,29.4
2025-08-27,Electronics,West,5,87.54,437.7,104.66,23.9
2025-08-27,Books,North,24,20.55,493.2,133.82,27.1
2025-08-28,Sports,East,18,154.19,2775.42,1035.06,37.3
2025-08-28,Clothing,East,50,31.31,1565.5,641.21,41.0
2025-08-28,Books,East,8,36.4,291.2,129.33,44.4
2025-08-28,Electronics,East,38,183.96,6990.48,1571.12,22.5
2025-08-28,Books,West,13,16.32,212.16,94.39,44.5
2025-08-28,Books,South,3,16.8,50.4,18.26,36.2
2025-08-28,Books,North,15,16.38,245.7,91.37,37.2
2025-08-29,Electronics,North,45,160.74,7233.3,1644.24,22.7
2025-08-29,Books,South,28,34.17,956.76,352.07,36.8
2025-08-29,Books,South,52,33.51,1742.52,463.01,26.6
2025-08-29,Clothing,West,35,64.9,2271.5,686.93,30.2
2025-08-29,Books,West,12,18.11,217.32,57.46,26.4
2025-08-29,Clothing,North,29,100.75,2921.75,1174.98,40.2
2025-08-29,Clothing,East,47,40.71,1913.37,962.51,50.3
2025-08-30,Books,North,7,28.04,196.28,88.05,44.9
2025-08-30,Food & Beverage,West,44,26.53,1167.32,278.41,23.9
2025-08-30,Sports,West,6,213.28,1279.68,394.83,30.9
2025-08-30,Sports,South,38,208.7,7930.6,2678.72,33.8
2025-08-30,Electronics,East,15,150.08,2251.2,386.05,17.1
2025-08-30,Books,East,57,21.04,1199.28,518.8,43.3
2025-08-30,Food & Beverage,East,4,34.05,136.2,40.18,29.5
2025-08-30,Electronics,North,8,98.0,784.0,154.78,19.7
2025-08-30,Food & Beverage,West,15,30.98,464.7,133.02,28.6
2025-08-30,Clothing,East,11,26.25,288.75,92.76,32.1
2025-08-31,Sports,East,58,105.47,6117.26,2141.72,35.0
2025-08-31,Sports,East,48,277.56,13322.88,5000.02,37.5
2025-08-31,Food & Beverage,West,38,21.68,823.84,176.42,21.4
2025-08-31,Food & Beverage,West,22,33.58,738.76,217.35,29.4
2025-08-31,Books,South,34,28.57,971.38,431.09,44.4
2025-08-31,Electronics,South,10,84.16,841.6,182.52,21.7
2025-08-31,Sports,North,53,72.09,3820.77,1244.67,32.6
2025-08-31,Clothing,West,58,23.6,1368.8,415.56,30.4
2025-09-01,Books,East,59,49.01,2891.59,1338.38,46.3
2025-09-01,Electronics,East,51,590.82,30131.82,5282.38,17.5
2025-09-01,Clothing,West,34,26.01,884.34,305.59,34.6
2025-09-01,Clothing,North,14,81.03,1134.42,437.24,38.5
2025-09-01,Sports,North,50,39.96,1998.0,537.77,26.9
2025-09-01,Sports,North,18,218.67,3936.06,1130.88,28.7
2025-09-02,Electronics,South,54,134.19,7246.26,1310.42,18.1
2025-09-02,Electronics,East,21,179.02,3759.42,872.14,23.2
2025-09-02,Sports,South,15,151.34,2270.1,669.08,29.5
2025-09-02,Food & Beverage,North,49,43.11,2112.39,786.31,37.2
2025-09-03,Food & Beverage,South,9,31.77,285.93,52.61,18.4
2025-09-03,Electronics,North,37,250.16,9255.92,1814.01,19.6
2025-09-03,Electronics,South,55,328.0,18040.0,4164.86,23.1
2025-09-03,Sports,East,9,143.15,1288.35,364.64,28.3
2025-09-04,Clothing,West,3,75.27,225.81,106.7,47.3
2025-09-04,Food & Beverage,North,55,31.74,1745.7,357.18,20.5
2025-09-04,Food & Beverage,East,4,46.8,187.2,44.9,24.0
2025-09-04,Sports,South,26,29.29,761.54,219.82,28.9
2025-09-05,Books,West,14,24.16,338.24,115.84,34.2
2025-09-05,Sports,North,14,165.87,2322.18,747.58,32.2
2025-09-05,Books,West,37,19.02,703.74,233.11,33.1
2025-09-05,Books,North,46,11.35,522.1,170.62,32.7
2025-09-05,Food & Beverage,West,6,21.5,129.0,47.88,37.1
2025-09-05,Sports,South,6,123.41,740.46,290.37,39.2
2025-09-05,Sports,South,38,96.95,3684.1,947.5,25.7
2025-09-05,Food & Beverage,North,7,25.41,177.87,40.77,22.9
2025-09-05,Books,North,43,16.96,729.28,267.54,36.7
2025-09-06,Sports,West,12,102.25,1227.0,479.82,39.1
2025-09-06,Books,West,50,34.57,1728.5,595.07,34.4
2025-09-06,Food & Beverage,South,19,11.67,221.73,43.56,19.6
2025-09-06,Food & Beverage,East,5,43.85,219.25,69.41,31.7
2025-09-06,Electronics,North,58,171.17,9927.86,2480.9,25.0
2025-09-07,Food & Beverage,South,22,26.18,575.96,197.92,34.4
2025-09-07,Food & Beverage,West,54,16.95,915.3,343.29,37.5
2025-09-07,Electronics,North,13,498.31,6478.03,1237.9,19.1
2025-09-07,Clothing,West,14,15.87,222.18,74.58,33.6
2025-09-07,Sports,South,28,39.76,1113.28,435.79,39.1
2025-09-07,Electronics,East,41,237.95,9755.95,1513.89,15.5
2025-09-07,Electronics,South,38,230.19,8747.22,1290.07,14.7
2025-09-08,Books,West,37,40.22,1488.14,515.24,34.6
2025-09-08,Sports,East,45,163.92,7376.4,2976.29,40.3
2025-09-08,Books,North,37,18.71,692.27,253.58,36.6
2025-09-08,Food & Beverage,West,49,17.13,839.37,204.79,24.4
2025-09-09,Electronics,South,54,463.54,25031.16,4073.19,16.3
2025-09-09,Sports,South,55,97.54,5364.7,1666.83,31.1
2025-09-09,Clothing,North,42,134.12,5633.04,2825.03,50.2
2025-09-09,Books,North,51,15.71,801.21,271.02,33.8
2025-09-09,Food & Beverage,North,13,21.54,280.02,62.07,22.2
2025-09-09,Books,North,33,32.83,1083.39,407.49,37.6
2025-09-10,Food & Beverage,South,47,13.98,657.06,171.45,26.1
2025-09-10,Sports,West,1,169.29,169.29,40.44,23.9
2025-09-10,Electronics,North,40,639.66,25586.4,6203.94,24.2
2025-09-10,Food & Beverage,South,33,37.95,1252.35,444.17,35.5
2025-09-10,Electronics,South,35,144.33,5051.55,693.69,13.7
2025-09-10,Food & Beverage,South,3,41.92,125.76,24.34,19.4
2025-09-10,Clothing,South,58,21.53,1248.74,385.5,30.9
2025-09-11,Food & Beverage,West,30,11.03,330.9,77.33,23.4
2025-09-11,Food & Beverage,North,2,8.68,17.36,5.52,31.8
2025-09-11,Books,East,7,32.86,230.02,65.95,28.7
2025-09-11,Food & Beverage,South,54,26.81,1447.74,282.39,19.5
2025-09-11,Books,West,46,33.26,1529.96,417.25,27.3
2025-09-11,Clothing,South,49,39.68,1944.32,1046.1,53.8
2025-09-11,Electronics,West,10,471.18,4711.8,1167.51,24.8
2025-09-11,Books,West,14,16.64,232.96,78.24,33.6
2025-09-11,Sports,East,51,48.24,2460.24,683.76,27.8
2025-09-12,Clothing,South,27,22.92,618.84,268.2,43.3
2025-09-12,Books,North,3,19.54,58.62,19.81,33.8
2025-09-12,Sports,North,45,101.97,4588.65,1055.63,23.0
2025-09-12,Electronics,South,35,267.55,9364.25,1969.11,21.0
2025-09-12,Clothing,North,60,129.54,7772.4,3845.46,49.5
2025-09-12,Electronics,East,50,520.15,26007.5,4442.6,17.1
2025-09-13,Sports,South,5,110.54,552.7,143.33,25.9
2025-09-13,Books,North,1,26.01,26.01,9.35,35.9
2025-09-13,Food & Beverage,North,4,10.71,42.84,9.8,22.9
2025-09-13,Food & Beverage,North,2,47.07,94.14,21.02,22.3
2025-09-13,Sports,North,13,178.8,2324.4,527.46,22.7
2025-09-13,Sports,South,11,33.15,364.65,95.11,26.1
2025-09-13,Sports,North,48,128.43,6164.64,2446.87,39.7
2025-09-13,Sports,West,10,53.41,534.1,120.17,22.5
2025-09-13,Food & Beverage,East,56,48.82,2733.92,915.03,33.5
2025-09-13,Sports,North,32,45.97,1471.04,372.82,25.3
2025-09-14,Electronics,West,54,99.17,5355.18,821.42,15.3
2025-09-14,Clothing,West,4,118.24,472.96,159.0,33.6
2025-09-14,Clothing,East,19,110.22,2094.18,1115.5,53.3
2025-09-14,Clothing,South,24,27.13,651.12,300.81,46.2
2025-09-14,Electronics,South,22,168.54,3707.88,884.25,23.8
2025-09-14,Food & Beverage,North,10,55.14,551.4,200.03,36.3
2025-09-14,Electronics,East,20,493.42,9868.4,1756.48,17.8
2025-09-14,Sports,South,25,117.96,2949.0,771.6,26.2
2025-09-14,Clothing,West,42,80.68,3388.56,1284.1,37.9
2025-09-14,Clothing,South,31,52.15,1616.65,748.33,46.3
2025-09-15,Food & Beverage,North,44,12.68,557.92,206.21,37.0
2025-09-15,Food & Beverage,East,8,23.31,186.48,38.47,20.6
2025-09-15,Electronics,North,21,663.97,13943.37,2646.63,19.0
2025-09-15,Electronics,South,52,281.39,14632.28,3431.41,23.5
2025-09-15,Food & Beverage,West,17,26.55,451.35,119.87,26.6
2025-09-15,Books,West,9,17.81,160.29,54.06,33.7
2025-09-15,Electronics,North,33,414.99,13694.67,2198.75,16.1
2025-09-15,Food & Beverage,North,33,44.52,1469.16,393.24,26.8
2025-09-16,Books,North,37,15.88,587.56,151.29,25.7
2025-09-16,Food & Beverage,South,6,22.21,133.26,25.15,18.9
2025-09-16,Sports,South,26,116.48,3028.48,1108.64,36.6
2025-09-16,Clothing,South,51,44.31,2259.81,808.14,35.8
2025-09-16,Books,East,33,27.7,914.1,322.93,35.3
2025-09-16,Electronics,South,8,188.01,1504.08,369.27,24.6
2025-09-16,Sports,East,18,102.59,1846.62,460.93,25.0
2025-09-16,Electronics,South,5,539.03,2695.15,393.25,14.6
2025-09-16,Sports,South,56,20.36,1140.16,456.67,40.1
2025-09-17,Clothing,South,1,19.26,19.26,5.87,30.5
2025-09-17,Books,West,16,40.06,640.96,269.89,42.1
2025-09-17,Sports,West,16,126.87,2029.92,695.12,34.2
2025-09-17,Electronics,North,8,256.53,2052.24,354.64,17.3
2025-09-18,Electronics,North,25,439.45,10986.25,2377.2,21.6
2025-09-18,Clothing,South,9,78.28,704.52,246.85,35.0
2025-09-18,Sports,West,48,148.94,7149.12,1636.76,22.9
2025-09-18,Electronics,East,20,388.33,7766.6,1782.78,23.0
2025-09-19,Books,West,31,48.0,1488.0,504.96,33.9
2025-09-19,Electronics,North,2,644.42,1288.84,291.37,22.6
2025-09-19,Books,East,44,18.91,832.04,291.17,35.0
2025-09-19,Electronics,South,29,123.81,3590.49,475.72,13.2
2025-09-20,Food & Beverage,North,43,37.01,1591.43,491.99,30.9
2025-09-20,Food & Beverage,East,33,11.94,394.02,116.1,29.5
2025-09-20,Food & Beverage,South,2,12.16,24.32,5.64,23.2
2025-09-20,Electronics,North,24,228.32,5479.68,1200.83,21.9
2025-09-21,Sports,West,2,100.37,200.74,59.22,29.5
2025-09-21,Books,East,19,33.55,637.45,262.59,41.2
2025-09-21,Sports,West,29,46.69,1354.01,312.42,23.1
2025-09-21,Electronics,South,18,486.13,8750.34,1870.23,21.4
2025-09-21,Clothing,North,45,78.47,3531.15,1872.08,53.0
2025-09-21,Clothing,West,39,111.86,4362.54,1623.94,37.2
2025-09-22,Clothing,West,10,18.54,185.4,71.69,38.7
2025-09-22,Electronics,West,17,443.17,7533.89,1790.27,23.8
2025-09-22,Sports,South,51,165.86,8458.86,2938.9,34.7
2025-09-22,Clothing,West,20,31.78,635.6,338.54,53.3
2025-09-23,Sports,North,1,83.99,83.99,21.16,25.2
2025-09-23,Electronics,South,36,404.47,14560.92,1950.2,13.4
2025-09-23,Electronics,West,5,412.68,2063.4,458.53,22.2
2025-09-23,Food & Beverage,East,37,6.1,225.7,70.67,31.3
2025-09-23,Sports,North,57,29.56,1684.92,527.26,31.3
2025-09-23,Clothing,South,4,38.5,154.0,61.92,40.2
2025-09-24,Electronics,South,36,196.31,7067.16,979.74,13.9
2025-09-24,Electronics,North,6,529.69,3178.14,689.44,21.7
2025-09-24,Clothing,South,58,25.52,1480.16,716.03,48.4
2025-09-24,Sports,North,23,41.54,955.42,215.8,22.6
2025-09-25,Books,East,1,30.15,30.15,10.52,34.9
2025-09-25,Food & Beverage,South,53,35.76,1895.28,618.06,32.6
2025-09-25,Food & Beverage,East,25,39.53,988.25,369.73,37.4
2025-09-25,Food & Beverage,South,58,10.35,600.3,160.86,26.8
2025-09-25,Clothing,East,25,106.73,2668.25,817.25,30.6
2025-09-25,Books,North,22,21.49,472.78,157.99,33.4
2025-09-26,Clothing,East,32,108.95,3486.4,1272.08,36.5
2025-09-26,Food & Beverage,West,6,27.1,162.6,42.6,26.2
2025-09-26,Clothing,South,21,85.02,1785.42,870.15,48.7
2025-09-26,Clothing,West,43,115.03,4946.29,1971.39,39.9
2025-09-26,Electronics,West,55,306.83,16875.65,3800.42,22.5
2025-09-26,Food & Beverage,West,10,43.52,435.2,102.36,23.5
2025-09-26,Electronics,West,57,598.89,34136.73,7878.73,23.1
2025-09-26,Sports,East,51,138.85,7081.35,2228.22,31.5
2025-09-26,Electronics,South,38,113.66,4319.08,634.91,14.7
2025-09-27,Electronics,West,60,150.86,9051.6,1686.62,18.6
2025-09-27,Books,West,20,46.98,939.6,262.03,27.9
2025-09-27,Food & Beverage,East,52,15.15,787.8,150.26,19.1
2025-09-27,Sports,West,36,47.42,1707.12,413.28,24.2
2025-09-28,Food & Beverage,West,54,16.38,884.52,289.81,32.8
2025-09-28,Food & Beverage,South,23,14.9,342.7,115.53,33.7
2025-09-28,Electronics,West,43,444.24,19102.32,4281.48,22.4
2025-09-28,Electronics,North,7,499.07,3493.49,697.37,20.0
2025-09-29,Clothing,North,34,34.97,1188.98,430.73,36.2
2025-09-29,Sports,South,20,54.51,1090.2,387.49,35.5
2025-09-29,Food & Beverage,South,47,7.12,334.64,94.82,28.3
2025-09-29,Books,West,35,10.49,367.15,126.0,34.3
2025-09-29,Food & Beverage,North,23,49.57,1140.11,391.41,34.3
2025-09-29,Electronics,South,6,159.43,956.58,223.99,23.4
2025-09-29,Food & Beverage,South,43,34.86,1498.98,294.48,19.6
2025-09-29,Clothing,South,56,16.27,911.12,434.66,47.7
2025-09-29,Electronics,East,40,494.51,19780.4,3731.1,18.9
2025-09-29,Electronics,South,32,150.94,4830.08,1027.64,21.3
2025-09-30,Books,West,4,47.52,190.08,56.38,29.7
2025-09-30,Electronics,South,7,356.14,2492.98,477.65,19.2
2025-09-30,Books,North,6,14.99,89.94,28.19,31.3
2025-09-30,Electronics,South,20,503.25,10065.0,1829.11,18.2
2025-09-30,Electronics,South,7,426.7,2986.9,551.17,18.5
2025-09-30,Electronics,West,49,424.72,20811.28,3619.96,17.4
2025-09-30,Electronics,West,57,563.37,32112.09,7028.46,21.9
2025-09-30,Food & Beverage,North,47,32.0,1504.0,300.36,20.0
2025-09-30,Food & Beverage,West,53,28.57,1514.21,535.22,35.3
2025-10-01,Electronics,North,14,554.81,7767.34,1276.13,16.4
2025-10-01,Food & Beverage,South,46,9.33,429.18,117.81,27.5
2025-10-01,Clothing,West,34,93.19,3168.46,1324.16,41.8
2025-10-01,Sports,North,46,69.93,3216.78,779.72,24.2
2025-10-02,Electronics,West,2,312.06,624.12,116.43,18.7
2025-10-02,Books,West,54,12.95,699.3,318.58,45.6
2025-10-02,Books,West,17,23.4,397.8,170.35,42.8
2025-10-02,Books,South,32,16.96,542.72,163.98,30.2
2025-10-02,Sports,West,36,175.39,6314.04,2525.2,40.0
2025-10-02,Electronics,South,52,180.41,9381.32,1143.96,12.2
2025-10-02,Books,East,51,20.22,1031.22,463.47,44.9
2025-10-03,Electronics,North,11,406.59,4472.49,925.75,20.7
2025-10-03,Food & Beverage,South,52,35.61,1851.72,412.3,22.3
2025-10-03,Sports,South,11,175.19,1927.09,470.8,24.4
2025-10-03,Books,North,51,45.75,2333.25,906.62,38.9
2025-10-03,Sports,East,55,107.16,5893.8,1766.27,30.0
2025-10-03,Sports,North,25,188.78,4719.5,1682.26,35.6
2025-10-03,Food & Beverage,North,28,37.82,1058.96,215.69,20.4
2025-10-03,Books,East,45,33.55,1509.75,682.13,45.2
2025-10-04,Electronics,East,4,408.49,1633.96,374.23,22.9
2025-10-04,Food & Beverage,South,25,7.44,186.0,51.35,27.6
2025-10-04,Electronics,South,13,209.58,2724.54,673.78,24.7
2025-10-04,Books,East,58,34.67,2010.86,633.17,31.5
2025-10-04,Clothing,North,40,82.24,3289.6,1169.56,35.6
2025-10-05,Food & Beverage,East,33,8.37,276.21,51.02,18.5
2025-10-05,Food & Beverage,North,48,27.75,1332.0,455.38,34.2
2025-10-05,Electronics,North,21,506.49,10636.29,1341.14,12.6
2025-10-05,Electronics,East,59,115.43,6810.37,1238.91,18.2
2025-10-05,Food & Beverage,West,45,18.09,814.05,262.6,32.3
2025-10-06,Clothing,East,15,49.91,748.65,241.57,32.3
2025-10-06,Electronics,East,2,445.7,891.4,209.0,23.4
2025-10-06,Food & Beverage,West,27,16.68,450.36,170.56,37.9
2025-10-06,Sports,West,55,192.65,10595.75,3009.31,28.4
2025-10-06,Clothing,East,21,97.83,2054.43,1085.97,52.9
2025-10-07,Clothing,North,58,71.47,4145.26,1754.15,42.3
2025-10-07,Electronics,South,15,295.88,4438.2,974.01,21.9
2025-10-07,Sports,North,22,97.99,2155.78,541.0,25.1
2025-10-07,Electronics,West,11,175.37,1929.07,327.63,17.0
2025-10-08,Food & Beverage,East,28,41.08,1150.24,400.88,34.9
2025-10-08,Food & Beverage,East,28,41.78,1169.84,320.2,27.4
2025-10-08,Electronics,East,5,278.72,1393.6,172.18,12.4
2025-10-08,Clothing,North,53,77.63,4114.39,1360.32,33.1
2025-10-08,Sports,East,49,144.29,7070.21,2307.09,32.6
2025-10-09,Clothing,West,43,90.88,3907.84,1383.88,35.4
2025-10-09,Sports,East,20,205.97,4119.4,1342.99,32.6
2025-10-09,Clothing,West,19,101.24,1923.56,981.27,51.0
2025-10-09,Books,East,46,23.82,1095.72,319.56,29.2
2025-10-09,Electronics,South,37,137.3,5080.1,781.03,15.4
2025-10-09,Sports,West,10,180.83,1808.3,465.07,25.7
2025-10-09,Books,East,3,23.48,70.44,24.55,34.9
2025-10-09,Clothing,North,29,96.06,2785.74,1098.45,39.4
2025-10-09,Clothing,South,31,102.86,3188.66,1641.89,51.5
2025-10-10,Clothing,East,14,95.86,1342.04,727.01,54.2
2025-10-10,Sports,West,27,144.49,3901.23,1137.7,29.2
2025-10-10,Clothing,South,58,63.49,3682.42,1769.44,48.1
2025-10-10,Sports,North,27,208.46,5628.42,2019.57,35.9
2025-10-10,Food & Beverage,West,38,35.57,1351.66,290.98,21.5
2025-10-10,Food & Beverage,East,50,16.37,818.5,148.32,18.1
2025-10-10,Electronics,South,31,147.61,4575.91,797.84,17.4
2025-10-10,Electronics,East,39,460.51,17959.89,3156.96,17.6
2025-10-10,Food & Beverage,North,21,15.68,329.28,102.49,31.1
2025-10-11,Sports,West,4,152.61,610.44,195.36,32.0
2025-10-11,Sports,West,46,81.02,3726.92,1009.77,27.1
2025-10-11,Sports,North,38,168.82,6415.16,1446.77,22.6
2025-10-11,Books,East,10,36.79,367.9,132.33,36.0
2025-10-11,Sports,South,30,136.04,4081.2,1045.0,25.6
2025-10-11,Clothing,South,42,27.41,1151.22,375.09,32.6
2025-10-12,Electronics,West,54,235.82,12734.28,2996.52,23.5
2025-10-12,Sports,North,32,45.07,1442.24,364.71,25.3
2025-10-12,Food & Beverage,South,40,40.26,1610.4,409.67,25.4
2025-10-12,Food & Beverage,East,54,31.36,1693.44,500.28,29.5
2025-10-12,Clothing,North,24,38.47,923.28,300.89,32.6
2025-10-12,Sports,North,14,143.99,2015.86,768.64,38.1
2025-10-12,Clothing,North,58,39.01,2262.58,912.5,40.3
2025-10-12,Books,North,7,45.89,321.23,146.1,45.5
2025-10-12,Clothing,West,18,67.02,1206.36,385.26,31.9
2025-10-12,Sports,North,56,37.79,2116.24,662.19,31.3
2025-10-13,Electronics,South,52,449.17,23356.84,4017.57,17.2
2025-10-13,Clothing,West,57,96.75,5514.75,2878.94,52.2
2025-10-13,Electronics,North,19,373.74,7101.06,1044.77,14.7
2025-10-13,Sports,West,12,65.68,788.16,217.48,27.6
